questions,classes
Where is Procter & Gamble based in the U.S. ? ~ Where is # is Procter & Gamble based,LOC
What army was founded by William Booth and his wife Catherine ? ~ You,HUM
What does ribavirin consist of ? ~ You # consist ribavirin,ENTY
Name the soft drink that is `` number one in the sun . '' ~ You # Name the soft drink is # is that,ENTY
What is the web address of the list of e-mail addresses of members of the House of Representatives ? ~ What is # is the web address of,LOC
What was her real name ? ~ What was # was her real name,HUM
Why are the ears your center of balance ? ~ Why are # are the ears center,DESC
Who invented the toothbrush ? ~ Who invented # invented the toothbrush,HUM
What was the name of that popular song the Creeps sang ? ~ What was # was the name of # sang the Creeps,ENTY
Where is the Abominable Snowman said to wander ? ~ Where is # said the Abominable Snowman,LOC
What is a fear of being alone ? ~ What is # is a fear of,ENTY
How many dots make up the symbol for `` because '' ? ~ How many # make many dots # make the symbol,NUM
What do you get by adding Lactobacillus bulgaricus to milk ? ~ You # get What # get you # adding Lactobacillus bulgaricus,ENTY
"When reading classified ads , what does EENTY : other stand for ? ~ When reading # reading classified ads # EENTY what # stand other",ABBR
How many hearts does an octopus have ? ~ How many # have many hearts # have an octopus,NUM
What plant has the largest seed ? ~ You # has What plant # has the largest seed,ENTY
What was the only country you were allowed to drive into Israel from in 1979 ? ~ What was # was the only country allowed,LOC
What 's approaching when a cyclist shouts : `` Oil '' ? ~ You # approaching What # shouts a cyclist # shouts ` Oil '',ENTY
"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ? ~ You # turned What baseball star # turned a 1 contract # felt he # earned he # earned it",HUM
What kind of sport is often associated with hooligans ? ~ You,ENTY
What video game hero do some of his fans call Chomper ? ~ You # do What video game hero # call some of # call Chomper,HUM
How many holes are there in a tenpin bowling ball ? ~ How many # are many holes,NUM
What is the longest word in the English language ? ~ What is # is the longest word in,ENTY
In What city or state do the most gay men live in ? ~ You # live the gay men,LOC
"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ? ~ You # include What # include comediennes characters # include star Nora Desmond , Wiggins # named Eunice",HUM
What is `` the bear of beers '' ? ~ You # is What # is the bear of,ENTY
Name the operating system that runs on IBM-compatible machines . ~ You # Name the operating system runs # runs that,ENTY
What does the name `` Justin '' mean ? ~ You # mean What # mean the name ` Justin,DESC
What percentage of the body is muscle ? ~ You,NUM
What color of dry wine should be served with veal roasts and chops ? ~ You,ENTY
What is a golf ball made of ? ~ What is # is a golf ball made,ENTY
What is the Amish religion ? ~ What is # is the Amish religion,DESC
What does an average daycare provider get paid in New England ? ~ You # paid What,NUM
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ? ~ What was # was the name of,HUM
Who played the Ringo Kid in the 1939 film Stagecoach ? ~ Who played # played the Ringo Kid,HUM
Who died 1 feet from where John F. Kennedy did ? ~ Who died # did John F. Kennedy,HUM
What is the `` coppertop '' battery ? ~ What is # is the ` ` coppertop '' battery,DESC
What sign is The Water Carrier the zodiacal symbol for ? ~ You # is The Water Carrier symbol,ENTY
What animals do you find in the stock market ? ~ You # find What animals # find you,ENTY
What is color ? ~ What is,DESC
When is the site www.questions.com going to open ? ~ When is # going the site www.questions.com,NUM
What did Shostakovich write for Rostropovich ? ~ You # write What # write Shostakovich,ENTY
What first name was Nipsy Russell given at birth ? ~ You # was What first name,HUM
How can I get some free technical information on Electric Vehicle ? ~ How get # get I # get some free technical information on,DESC
Who is the youngest of the Beatles ? ~ Who is,HUM
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ? ~ How inspector,DESC
What is a Jellicle Cat ? ~ What is # is a Jellicle Cat,DESC
Where can I find the best free evidence for debate about Russia ? ~ Where find # find I # find the free evidence for,LOC
What is Bill Gates of Microsoft E-mail address ? ~ What is # is Bill Gates of,LOC
What is the second hardest substance ? ~ What is # is the hardest substance,ENTY
Why did several San Diego schools stop serving apples to students ? ~ Why stop # stop several Diego schools # serving apples,DESC
What Russian city boasts the Hermitage Museum ? ~ You # boasts What # boasts Russian city # boasts the Hermitage Museum,LOC
When is Bastille Day ? ~ When is # is Bastille Day,NUM
What makes a tornado turn ? ~ You # makes What # turn a tornado,DESC
How many shots can a stock M16 hold ? ~ How many # hold many shots # hold a stock M16,NUM
What two colors are you blind to if you suffer from protanopia ? ~ You # are two colors # are you # suffer you,ENTY
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ? ~ Why have # have you guys # have some sort of ask # ask you # ask a question # finds whoever # wins the answers # wins a prize,DESC
Who is Coronado ? ~ Who is,HUM
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ? ~ What was # was the name of # starred that # starred Sharon Stone and Schwarzenegger,ENTY
What is artificial intelligence ? ~ What is # is artificial intelligence,DESC
What do flatfish eat ? ~ You # eat What # eat flatfish,ENTY
Who was the first Holy Roman Emperor ? ~ Who was # was the first Roman Emperor,HUM
What can I use to remove the stubborn gummed labels from some diskettes ? ~ You # use What # use I # remove the stubborn gummed labels,ENTY
What day of the week sees the most fatal car accidents ? ~ You # sees What day of # sees the fatal car accidents,NUM
"What is the origin of the word , magic ? ~ What is # is the origin of",DESC
What sport do you shag flies in ? ~ You # shag What sport # shag you # shag flies,ENTY
What is white chocolate ? ~ What is # is white chocolate,DESC
Where is Trinidad ? ~ Where is # is Trinidad,LOC
Name the organization that is presided by a Security Council . ~ You # Name the organization presided,HUM
"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ? ~ Who naked # naked the , airwaves # Do ya # Do lo # Do - # Do o # ove me",HUM
What kind of wine is Spumante ? ~ You,ENTY
Who portrayed portly criminologist Carl Hyatt on Checkmate ? ~ Who portrayed # portrayed portly criminologist Hyatt on # criminologist Carl Hyatt,HUM
How do you say I love you in Spanish ? ~ How say # say you # love I # love you,ENTY
What does the name Gina mean ? ~ You # mean What # mean the name # mean Gina,DESC
What is the most advanced handheld calculator in the world ? ~ What is # is the advanced handheld calculator in,ENTY
How fast is light ? ~ How fast # is light,NUM
What is the belt of low pressure around the equator called ? ~ What is # is the belt of around,ENTY
What are shooting stars ? ~ You # shooting What # shooting stars,DESC
Whom did the Chicago Bulls beat in the 1993 championship ? ~ You # beat Whom # beat the Chicago Bulls,HUM
When was the first American encyclopedia published ? ~ When was # published the first American encyclopedia,NUM
What 's the tallest building in New York City ? ~ What 's # 's the tallest building in,LOC
How is Easter Sunday 's date determined ? ~ How is # determined Sunday date,DESC
What is the Motto for the State of Maryland ? ~ What is # is the Motto for,DESC
Who is Desmond Tutu ? ~ Who is # is Desmond Tutu,HUM
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ? ~ Where find # find I # find information on,LOC
Name a tiger that is extinct . ~ You # Name a tiger is # is that,ENTY
How many quarters equal a pound ? ~ How many # equal many quarters # equal a pound,NUM
What kind of books does Fodor 's publish ? ~ You # does What kind of # does Fodor publish,ENTY
"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ? ~ What are # are the first names of , stars",HUM
What chapter of the Bible has the most verses ? ~ You # has What chapter of # has the most verses,NUM
Who is the worst US President ever ? ~ Who is # is the worst US President,HUM
What Asian leader was known as The Little Brown Saint ? ~ You # known What,HUM
What is the abbreviated expression for the National Bureau of Investigation ? ~ What is # is the abbreviated expression for,ABBR
How fast does the fastest car go ? ~ How fast # go the fastest car,NUM
What is the highest mountain in the world ? ~ What is # is the highest mountain in,LOC
What arch can you see from the Place de la Concorde ? ~ You # see What arch # see you,LOC
Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ? ~ Who sings # sings the song ` ` Drink,HUM
How long should a person wash their hands before they are clean ? ~ How long # wash a person # wash their hands # are they,NUM
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ? ~ You # turn you # turn your Bic # increase the flame - clockwise or counterclockwise,LOC
Which is the wealthiest country in the world ? ~ You # is Which,LOC
How can I find a phone number of someone if I only know their email address ? ~ How find # find I # find a phone number of # know I # know their email address,DESC
How can you contact play producers and promoters on-line ? ~ How contact # contact you # contact play producers # play producers and promoters on,DESC
Who is the monarch of the United Kingdom ? ~ Who is # is the monarch of,HUM
What is a fear of passing high objects ? ~ What is # is a fear of # passing high objects,ENTY
What do players try to do when the music stops in a game of musical chairs ? ~ You # do What # try players # stops the music,DESC
What are the top ten most common girl names in the US ? ~ What are # are the top ten common girl names in,HUM
Why is black the color of mourning in the West ? ~ Why is # is the color of,DESC
What is the rarest coin ? ~ What is # is the rarest coin,ENTY
What Judith Rossner novel was made into a film starring Diane Keaton ? ~ You # made What # starring Diane Keaton,ENTY
Which country is Australia 's largest export market ? ~ You # is Which country,LOC
Where is the Kentucky Horse Park located ? ~ Where is # located the Kentucky Horse Park,LOC
What is a fear of parasites ? ~ What is # is a fear of,ENTY
In what Olympic Games did Nadia Comaneci become popular ? ~ You # did Olympic Games # become Nadia Comaneci,ENTY
Who does data collection in tourism ? ~ Who does # does data collection in,HUM
What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ? ~ What was # was the name of # married that # married John Rolfe,HUM
What is the leading pecan and peanut growing state ? ~ What is # is the leading pecan and peanut # peanut growing state,LOC
What does a nihilist believe in ? ~ You # believe a nihilist,DESC
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ? ~ You # say What # say Richard Feynman # receive he # receive the Nobel Prize in,DESC
"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ? ~ You # are these following numbers relevant : 126 134 142 15 167",ENTY
Who were the four famous founders of United Artists ? ~ Who were,HUM
What 2 statues did France give to other countries ? ~ You # give What 2 statues # give France # give to countries,ENTY
What are amphibians ? ~ What are # are amphibians,DESC
How many sperm cells are in an average ejaculation ? ~ How many # are many sperm cells,NUM
Name the disposable razor that `` costs about 19 cents . '' ~ You # Name the disposable razor # costs that # costs 19 cents,ENTY
How far do you have to run if you hit a home run ? ~ How far # have you # hit you # hit a home run,NUM
Who was the only U.S. President to wear a Nazi uniform ? ~ Who was # was the only U.S. President wear # wear a Nazi uniform,HUM
Woodrow Wilson served as president of what university ? ~ You # served Woodrow Wilson,HUM
Where are the tropical rain forest distributions ? ~ Where are # are the tropical forest distributions,LOC
What 's the nickname of oddsmaker Jimmy Snyder ? ~ What 's # 's the nickname of,HUM
What is the fear of being loved ? ~ What is # is the fear of,ENTY
What was the number of people that Randy Steven Craft was convicted of killing ? ~ What was # was the number of convicted,NUM
What was Queen Victoria 's title regarding India ? ~ What was # was Victoria title regarding,HUM
How is a hydrogen bomb different from a nuclear bomb ? ~ How is # is a hydrogen bomb different,DESC
How far can a man travel in outer space ? ~ How far # travel a man,NUM
Where was Lincoln assassinated ? ~ Where assassinated,LOC
What type of food makes you fat ? ~ You # makes What type of # fat you,ENTY
What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ? ~ What is # is the name of # attacks which # attacks the protein sheath surrounds # surrounds that # surrounds nerve cells causing # causing a gradual loss of in,ENTY
What was the U.S. highway death toll in 1969 ? ~ What was # was the U.S. death toll in,NUM
"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ? ~ You",ENTY
What are the shortest and the longest songs ever produced ? ~ What are # are the shortest and songs,ENTY
What letter is to the right of K on a typewriter keyboard ? ~ You,ENTY
"What is the origin and the meaning of the name , `` Hajo ? '' ~ What is # is the origin and meaning , ` ` Hajo",DESC
What is the plural of gulf ? ~ What is # is the plural of,ENTY
Whose autobiography is titled Yes I Can ? ~ You # ? Whose Yes I,HUM
What year did the United States pass the Copyright law ? ~ You # pass the United States # pass the Copyright law,NUM
What percentage of Americans own their homes ? ~ You # own What percentage of # own their homes,NUM
What 's the first day of the week ? ~ What 's # 's the first day of,NUM
What city was President William McKinley shot in ? ~ You # shot President William McKinley,LOC
What city has the world 's longest subway system ? ~ You # has What city # has world longest subway system,LOC
"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ? ~ Who claimed # killed he # killed 4 # building the Pacific Railway",HUM
What is Bombay duck ? ~ What is # is Bombay duck,DESC
How many degrees cooler is the inside of a cucumber than the air outside ? ~ How many,NUM
What double talking `` professor '' holds a doctorate in Nothing ? ~ You # holds What double talking ` ` professor '' # holds a doctorate in,HUM
What are the five most expensive cities in the world ? ~ What are # are the five expensive cities in,LOC
What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ? ~ You # had What century writer # dubbed a country estate on # dubbed Sunnyside,HUM
How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ? ~ How many # is many layers of,NUM
What is a virtual IP address ? ~ What is # is a virtual IP address,DESC
What was the name of the cook on Rawhide ? ~ What was # was the name of on,HUM
What county is Chicago in ? ~ You,LOC
What is the wingspan of a condor ? ~ What is # is the wingspan of,NUM
What facial feature typically contains about 55 hairs ? ~ You # contains What facial feature # contains 55 hairs,DESC
"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage . ~ Who profits # profits Admiral of his # discover he # granted 10- # granted ?",HUM
How can I transport files from one computer to another ? ~ How transport # transport I # transport files,DESC
What 's the literary term for a play on words ? ~ What 's # 's the literary term for,ENTY
What color were their horses ? ~ You,ENTY
What does an average daycare provider get paid in New England ? ~ You # paid What,NUM
What author landed a 468-pound marlin without harness in the early 193 's ? ~ You # landed What author # landed a pound marlin without in,HUM
How many Americans fought for the British in the American Revolution ? ~ How many # fought many Americans,NUM
What kind of education do I need to become a flight attendant ? ~ You # need What kind of # need I,ENTY
What are the two languages of Malta ? ~ What are # are the two languages of,ENTY
How many oceans are there and name them ? ~ How many # are many oceans # name them,NUM
What happened during the Blackhawk Indian war of 1832 ? ~ You # happened What,DESC
How many pairs of legs does a lobster have ? ~ How many # have many pairs of # have a lobster,NUM
What does the Latin ante mortem mean ? ~ You # mean What # mean the Latin ante mortem,DESC
What does the name Shawn mean ? ~ You # mean What # mean the name # mean Shawn,DESC
Where is the Danube ? ~ Where is # is the Danube,LOC
"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ? ~ You # won What lawyer # won the largest divorce settlement , million , in",HUM
What do you call a group of geese ? ~ You # call What # call you # call a group of,ENTY
"Who delivered his last newscast on March 6 , 1981 ? ~ Who delivered # delivered his last newscast",HUM
"How many times has `` Louie , Louie '' been recorded ? ~ How many",NUM
How is Answers.com different from KnowPost.com ? ~ How Answers.com # Answers.com different from,DESC
What is the longest place name in the U.S. ? ~ What is # is the longest place name in,LOC
What percent liked Thatcher after she had been in power for a decade ? ~ You # liked What percent # liked Thatcher # been she,NUM
"Where does Buzz Aldrin want to build a permanent , manned space station ? ~ Where want # want Buzz Aldrin # build a permanent , manned space station",LOC
What was Mel Gibson 's first movie ? ~ What was # was Gibson first movie,ENTY
Why was the L.A. office of Shea and Gould closed ? ~ Why was # closed the L.A. office of,DESC
How do I start a bank ? ~ How start # start I # start a bank,DESC
How do Ouija Boards work ? ~ How work # work Ouija Boards,DESC
What horse did Zorro ride ? ~ You # ride What horse # ride Zorro,ENTY
How do you get a broken cork out of a bottle ? ~ How get # get you # get a broken cork,DESC
Where can I find correct tabs for Third Eye Blind songs ? ~ Where find # find I # find correct tabs for,LOC
How do you determine heating requirements for your home ? ~ How determine # determine you # determine heating requirements,DESC
What former major-league left-handed baseball pitcher was known as `` Space Man '' ? ~ You,HUM
"Which hair care product told us `` hate that gray , wash it away '' ? ~ You # told Which care product # told us # hate that gray # wash it",ENTY
Why did the chicken cross the road ? ~ Why cross # cross the chicken # cross the road,DESC
What was Michelangelo 's last name ? ~ What was # was Michelangelo last name,HUM
Who is Barbara Jordan ? ~ Who is # is Barbara Jordan,HUM
Who was the Democratic nominee in the American presidential election ? ~ Who was,HUM
What was Connecticut 's first constitution called ? ~ What was # called Connecticut first constitution,ENTY
What historical event happened in Dogtown in 1899 ? ~ You # happened What historical event,ENTY
What is being done about the millennium bug ? ~ You,DESC
What was the claim to fame of King Camp Gillette ? ~ What was # was the claim to,DESC
What is the most common kind of skin cancer in the U.S. ? ~ What is # is the common kind of in,ENTY
What is Olestra ? ~ What is # is Olestra,DESC
What Asian country has a bill of rights for cows ? ~ You # has What # has Asian country # has a bill of,LOC
How many fingers are used to draw a bow ? ~ How many # draw a bow,NUM
What are two plants that clothes are made from ? ~ What are # are two plants made,ENTY
When was Hurricane Hugo ? ~ When was # was Hurricane Hugo,NUM
What is the most heavily caffeinated soft drink ? ~ What is # is the caffeinated soft drink,ENTY
What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ? ~ What was # was President - be,HUM
What was the price of Varian Associates ' vacuum products division ? ~ What was # was the price of,NUM
When was `` the Great Depression '' ? ~ When was,NUM
What language is mostly spoken in Brazil ? ~ You,ENTY
What college produced the most winning Super Bowl quarterbacks ? ~ You # produced What college # produced Bowl quarterbacks,HUM
How do you solve `` Rubik 's Cube '' ? ~ How solve # solve you # solve Rubik Cube,DESC
What is prepared mustard ? ~ What is # is prepared mustard,DESC
What classical Spanish writer warned : `` All that glitters is not gold '' ? ~ You # warned What classical Spanish writer # is that # is glitters,HUM
What does `` antidisestablishmentarianism '' mean ? ~ You # mean What does ` ` antidisestablishmentarianism,DESC
What actor married John F. Kennedy 's sister ? ~ You # married What actor # married Kennedy sister,HUM
What does a topophobic actor suffer from ? ~ You # suffer a topophobic actor,ENTY
Who fired Maria Ybarra from her position in San Diego council ? ~ Who fired # fired Maria Ybarra,HUM
"The italian artist , Maurizio Pellegrin , is how old ? ~ You # is The italian artist , Pellegrin",NUM
What type of hunting are retrievers used for ? ~ You # are What type of,ENTY
What is Colin Powell best known for ? ~ What is # known Colin Powell,DESC
Who was the first black golfer to tee off in the Masters ? ~ Who was # was the first black golfer tee,HUM
What city is the setting for Puccini 's opera La Boheme ? ~ You,LOC
What U.S. President showed a fondness for munching on bee pollen bars ? ~ You # showed What # showed U.S. President # showed a fondness for,HUM
What is measured in curies ? ~ You,DESC
Whose cover is that of an employee of Universal Import and Export ? ~ You # is that of,HUM
What former president 's daughter has written a book titled Murder in the White House ? ~ You # written What # written president daughter # written a book titled # titled Murder in,HUM
What fictional character is known as the `` melancholy Dane '' ? ~ You,HUM
Italy is the largest producer of what ? ~ You # is Italy,ENTY
What longtime game show host dropped dead while jogging in Central Park in 1984 ? ~ You # dropped What longtime show host,HUM
"What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? '' ~ What is # is the meaning of # is The Three Hermits",DESC
Who were the `` filthiest people alive ? '' ~ Who were # were the ` ` filthiest people alive,HUM
What infectious disease is the world 's deadliest ? ~ You # is What infectious disease,ENTY
What is Spumante ? ~ What is # is Spumante,DESC
In what year did Ireland elect its first woman president ? ~ You # elect Ireland # elect its first woman president,NUM
What is an isthmus ? ~ What is # is an isthmus,DESC
What was the name of the orca that died of a fungal infection ? ~ What was # was the name of # died that,ENTY
Where is Mozambique located ? ~ Where located,LOC
What is Mississippi 's state animal ? ~ What is # is Mississippi state animal,ENTY
What 's the origin of the word ` news ' ? ~ What 's # 's the origin of,DESC
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ? ~ You # quit What did Aykroyd # quit Night Live,ENTY
How many months does a normal human pregnancy last ? ~ How many # last a normal human pregnancy,NUM
How do fuel injectors work ? ~ How work # work fuel injectors,DESC
How can your school march in the Macy 's Thanksgiving Parade ? ~ How march # march your school,DESC
What is the real name of disc jockey `` Wolfman Jack '' ? ~ What is # is the real name of,HUM
What Italian liner was hijacked in 1985 ? ~ You # hijacked What,ENTY
What city houses the U.S. headquarters of Procter and Gamble ? ~ You # houses What city # houses the U.S. headquarters of,LOC
What soap was touted as being `` for people who like people '' ? ~ You # like who # like people,ENTY
How much was the minimum wage in 1991 ? ~ How much # was the minimum wage in,NUM
What does NAFTA stand for ? ~ You # stand NAFTA,ABBR
Who invented silly putty ? ~ Who invented # invented silly putty,HUM
"What new middle school was built in Philadelphia , Pennsylvania last year ? ~ You",HUM
Who patented the first phonograph ? ~ Who patented # patented the first phonograph,HUM
What are some tips for building a fire in a fireplace ? ~ What are # are some tips for # building a fire,ENTY
What do manatees eat ? ~ You # eat What # eat manatees,ENTY
How do you say 2 in Latin ? ~ How say # say you # say 2 in,ENTY
What were popular songs and types of songs in the 1920s ? ~ What were # were popular songs and types,ENTY
How many Vietnamese were there in the Soviet Union ? ~ How many # were many Vietnamese,NUM
What is November 's birthstone ? ~ What is # is November birthstone,ENTY
What is a Certified Nurse Midwife ? ~ What is # is a Nurse Midwife,DESC
"On average , how many miles are there to the moon ? ~ You # are many miles",NUM
Who created private detective Philip Marlowe ? ~ Who created # created detective Philip Marlowe,HUM
"What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ? ~ You # sold What Pasternak book # sold 5 # sold , 0 copies become",ENTY
What is the origin of the expression `` tout de suite '' ? ~ What is # is the origin of suite,DESC
What is the longest English word ? ~ What is # is the longest English word,ENTY
What is the purpose of a car bra ? ~ What is # is the purpose of,DESC
What is D.B. Cooper known for ? ~ What is # is D.B. Cooper known,DESC
Who is Colin Powell ? ~ Who is # is Colin Powell,HUM
What species is a colt ? ~ You # is What species,ENTY
What is the full name of the PLO ? ~ What is # is the full name of,ABBR
What is the smallest country in Africa ? ~ What is # is the smallest country in,LOC
Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ? ~ Who coined # coined the term cyberspace ` `,HUM
What age followed the Bronze Age ? ~ You # followed What age # followed the Bronze Age,ENTY
What is her profession ? ~ What is # is her profession,HUM
What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ? ~ What is # is the full name of # invented who # invented the multicolored game cube has # has that # has quintillion potential combinations,HUM
What does the word LASER mean ? ~ You # does What # does the word mean # mean LASER,ABBR
What does the name `` Anthony '' mean ? ~ You # mean What # mean the name ` Anthony,DESC
Who was Lauren Bacall 's first husband ? ~ Who was,HUM
What is a rhomboideus minor ? ~ What is # is a rhomboideus minor,DESC
How many hands does Bjorn Borg use when hitting his forehand ? ~ How many # use many hands # use Bjorn Borg # hitting his forehand,NUM
How many people died on D-Day ? ~ How many # died many people,NUM
"What U.S. Congressman said : `` Keep the faith , baby '' . ~ You # said What # said U.S. Congressman # Keep the faith # Keep , baby ''",HUM
Who created the character of Scrooge ? ~ Who created # created the character of,HUM
What is the student population at the University of Massachusetts in Amherst ? ~ What is # is the student population at in,NUM
Where is Windsor Castle ? ~ Where is # is Windsor Castle,LOC
When did the Dow first reach ? ~ When reach # reach the Dow,NUM
Why were people recruited for the Vietnam War ? ~ Why recruited,DESC
What party was Winston Churchill a member of ? ~ You,HUM
What American League baseball team 's worst finish between 1926 and 1964 was fourth ? ~ You # finish What # was What team worst finish between,HUM
Where can I find the names of all the 15 Pokemon ? ~ Where find # find I # find the names of,LOC
What state does Martha Stewart live in ? ~ You # live Martha Stewart,LOC
Which killer whale died at Sea World of a fungal infection ? ~ You # died Which killer whale,ENTY
What are the Benelux countries ? ~ What are # are the Benelux countries,LOC
Where 's the Petrified Forest ? ~ Where 's # 's the Petrified Forest,LOC
What is a language spoken by the Sioux ? ~ What is # is a language spoken,ENTY
Where is Tornado Alley ? ~ Where is # is Tornado Alley,LOC
Who was the author of `` John Brown 's Body '' ? ~ Who was # was the author of,HUM
What American poet wrote : `` Good fences make good neighbors '' ? ~ You # wrote What # wrote American poet # make Good fences # make good neighbors,HUM
What state in the U.S. has the most blacks ? ~ You # has What state in # has the most blacks,LOC
Why are electric cars less efficient in the northeast than in California ? ~ Why are # are electric cars efficient,DESC
What was the occupation of Mandy Rice-Davies ? ~ What was # was the occupation of,HUM
What is the city in which Maurizio Pellegrin lives called ? ~ What is # is the city lives # lives Maurizio Pellegrin,LOC
Who painted the Sistine Chapel ? ~ Who painted # painted the Sistine Chapel,HUM
Name the various costumed personas of Dr. Henry Pym . ~ You # Name the various costumed personas of,HUM
What breed of dog was the `` Little Rascals '' dog ? ~ You,ENTY
What are the living conditions in Cuba ? ~ What are # are the living conditions in,DESC
What color are school buses ? ~ You,ENTY
What is the oldest website on the Internet ? ~ What is # is the oldest website on,LOC
"What events happened January 26 , 1978 ? ~ You # happened What events",ENTY
What explorers followed Columbus to the Americas ? ~ You # followed What explorers # followed Columbus,HUM
Who is actress Goldie Hawn 's current actor boyfriend ? ~ Who is # is Hawn current actor boyfriend,HUM
Who banned Peter Rose from baseball for betting on games ? ~ Who banned # banned Peter Rose from,HUM
What are the seven virtues ? ~ What are # are the seven virtues,DESC
What other name were the `` Little Rascals '' known as ? ~ You # were What other name,ENTY
When was the San Francisco fire ? ~ When was # was the Francisco fire,NUM
What is a fear of food ? ~ What is # is a fear of,ENTY
"How many casinos are in Atlantic City , NJ ? ~ How many # are many casinos",NUM
What year did the Vietnam War end ? ~ You # end What year # end the Vietnam War,NUM
What are the names of Richard Nixon 's two daughters ? ~ What are # are the names of,HUM
What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ? ~ What 's # 's the word for,ENTY
What is the chromosome number of an elephant ? ~ What is # is the chromosome number of,NUM
What organization was founded by the Rev. Jerry Falwell ? ~ You,HUM
What 's the longest river in the world ? ~ What 's # 's the longest river in,LOC
Which soft drink does Madonna advertise for ? ~ You # does Which soft drink # advertise Madonna,ENTY
What company is being bought by Yahoo and how much is the deal worth ? ~ You # is the deal worth,HUM
When was Berlin 's Brandenburg gate erected ? ~ When was # erected Berlin Brandenburg gate,NUM
How many double-word-score spaces are there on a Scrabble Crossword Game board ? ~ How many # are many score spaces,NUM
What year did Germany sign its nonaggression pact with the Soviet Union ? ~ You # sign Germany # sign its nonaggression pact with,NUM
What mountain range is traversed by the highest railroad in the world ? ~ You,LOC
Why were the American soldiers in WWI called `` Doughboys '' ~ Why were # called the American soldiers in # called Doughboys,DESC
Who was nicknamed The Little Corporal ? ~ Who nicknamed # nicknamed The Little Corporal,HUM
How many CDs has Garth Brooks sold ? ~ How many # has many CDs # sold Garth Brooks,NUM
Name the vessel used by the Atari Force in the DC comics . ~ You # Name the vessel used,ENTY
Where are the leading medical groups specializing in lung diseases ? ~ Where are # are the leading medical groups specializing,LOC
"How can I find online spelling , and punctuation drills for my 6th grader ? ~ How find # find I # find online spelling",DESC
What 's the sacred river of India ? ~ What 's # 's the sacred river of,LOC
What is Stefan Edberg 's native country ? ~ What is # is Edberg native country,LOC
What is the only gland in humans that can regenerate itself ? ~ What is # is the only gland in regenerate # regenerate that # regenerate itself,ENTY
How many Gutenberg Bibles are there ? ~ How many # are many Gutenberg Bibles,NUM
Name the largest country in South America . ~ You # Name the largest country in,LOC
What astronomical phenomenon takes place in Jan. 1999 ? ~ You # takes What astronomical phenomenon # takes place,ENTY
What information can you get me on Fairground Park in St. Louis ~ You # get you # get me,DESC
What was American folk hero John Chapman 's nickname ? ~ What was # was American folk hero nickname,HUM
What is the difference between a median and a mean ? ~ What is # is the difference between,DESC
What was the top box office movie in April 1998 ? ~ What was # was the box office movie in,ENTY
What makes thunder ? ~ You # makes What # makes thunder,DESC
What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ? ~ You # did What author # did photographer # call Karsh # call the shiest man met # met I,HUM
"Which is the largest clock , diameter wise , in Europe ? ~ You # is Which",ENTY
What plant is rum made from ? ~ You # is What plant,ENTY
What country are Godiva chocolates from ? ~ You,LOC
"Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ? ~ You # Name the poet of # begins which # know I # know much about # think I # Is the river",HUM
Which condiment was once sold as a patent medicine ? ~ You,ENTY
What U.S. state records the least rainfall ? ~ You # records What # records U.S. state # records the least rainfall,LOC
Why did the world enter a global depression in 1929 ? ~ Why enter # enter the world # enter a global depression,DESC
"What was archy , and mehitabel ? ~ You # was What",DESC
What Texas city got its name from the Spanish for `` yellow '' ? ~ You # got Texas city # got its name,LOC
